Zdroj;Èas;prefix address;prefix mask;metrika;next-hop
B;284400;8.238.95.0;24;[20/0];via 12.0.1.63
B;4147200;8.238.98.0;24;[20/0];via 202.232.0.2
B;4147200;8.238.99.0;24;[20/0];via 202.232.0.2
B;4147200;8.238.100.0;24;[20/0];via 202.232.0.2
B;1728000;8.238.114.0;23;[20/0];via 217.192.89.50
B;1728000;8.238.144.0;24;[20/0];via 202.232.0.2
B;1728000;8.238.145.0;24;[20/0];via 202.232.0.2
B;2592000;8.238.146.0;24;[20/0];via 202.232.0.2
B;2592000;8.238.147.0;24;[20/0];via 202.232.0.2
B;284400;8.238.148.0;24;[20/0];via 12.0.1.63
B;284400;8.238.149.0;24;[20/0];via 12.0.1.63
B;284400;8.238.150.0;24;[20/0];via 12.0.1.63
B;284400;8.238.151.0;24;[20/0];via 12.0.1.63
B;284400;8.238.152.0;24;[20/0];via 12.0.1.63
B;1728000;8.238.160.0;22;[20/0];via 217.192.89.50
B;1728000;8.238.164.0;22;[20/0];via 217.192.89.50
B;1728000;8.238.168.0;22;[20/0];via 217.192.89.50
B;1728000;8.240.0.0;12;[20/0];via 4.68.4.46
B;284400;8.241.52.0;24;[20/0];via 12.0.1.63
B;284400;8.241.53.0;24;[20/0];via 12.0.1.63
B;284400;8.241.54.0;24;[20/0];via 12.0.1.63
B;1728000;8.241.56.0;24;[20/0];via 202.232.0.2
B;1728000;8.241.57.0;24;[20/0];via 202.232.0.2
B;1728000;8.241.58.0;24;[20/0];via 202.232.0.2
B;2592000;8.241.59.0;24;[20/0];via 202.232.0.2
B;2592000;8.241.60.0;24;[20/0];via 202.232.0.2
B;2592000;8.241.61.0;24;[20/0];via 202.232.0.2
B;1728000;8.241.68.0;22;[20/0];via 64.71.137.241
B;284400;8.241.72.0;24;[20/0];via 12.0.1.63
B;284400;8.241.73.0;24;[20/0];via 12.0.1.63
B;284400;8.241.74.0;24;[20/0];via 12.0.1.63
B;104400;8.241.84.0;22;[20/0];via 64.71.137.241
B;244800;8.241.141.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.142.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.144.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.174.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.175.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.176.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.177.0;24;[20/16590];via 208.51.134.254
B;244800;8.241.178.0;24;[20/16590];via 208.51.134.254
B;36359;8.241.192.0;18;[20/0];via 212.66.96.126
B;244800;8.242.1.0;24;[20/13974];via 208.51.134.254
B;1728000;8.242.15.0;24;[20/0];via 217.192.89.50
B;244800;8.242.69.0;24;[20/3163];via 208.51.134.254
B;1728000;8.242.80.0;21;[20/0];via 4.68.4.46
B;525600;8.242.81.0;24;[20/0];via 217.192.89.50
B;115200;8.242.83.64;26;[20/13544];via 208.51.134.254
B;1987200;8.242.88.0;22;[20/0];via 12.0.1.63
B;1987200;8.242.120.0;21;[20/0];via 12.0.1.63
B;115200;8.242.120.96;27;[20/13564];via 208.51.134.254
B;115200;8.242.123.0;24;[20/13484];via 208.51.134.254
B;115200;8.242.127.32;27;[20/13574];via 208.51.134.254
B;1728000;8.242.128.0;20;[20/0];via 4.68.4.46
B;115200;8.242.128.0;22;[20/13574];via 208.51.134.254
B;115200;8.242.132.0;23;[20/13574];via 208.51.134.254
B;115200;8.242.134.0;24;[20/13574];via 208.51.134.254
B;115200;8.242.135.0;24;[20/13574];via 208.51.134.254
B;115200;8.242.136.0;22;[20/13574];via 208.51.134.254
B;115200;8.242.140.0;23;[20/13574];via 208.51.134.254
B;69658;8.242.143.0;24;[20/0];via 132.198.255.253
B;1728000;8.242.144.0;20;[20/0];via 4.68.4.46
B;115200;8.242.144.192;26;[20/13604];via 208.51.134.254
B;115200;8.242.149.128;25;[20/13564];via 208.51.134.254
B;115200;8.242.150.224;27;[20/13564];via 208.51.134.254
B;115200;8.242.151.0;25;[20/13564];via 208.51.134.254
B;104400;8.242.151.192;26;[20/13605];via 208.51.134.254
B;115200;8.242.156.128;27;[20/13574];via 208.51.134.254
B;115200;8.242.157.0;25;[20/13574];via 208.51.134.254
B;1987200;8.242.160.0;21;[20/0];via 12.0.1.63
B;104400;8.242.161.0;24;[20/13625];via 208.51.134.254
B;115200;8.242.165.224;27;[20/13574];via 208.51.134.254
B;1987200;8.242.168.0;21;[20/0];via 12.0.1.63
B;1382400;8.242.169.0;24;[20/0];via 64.71.137.241
B;1987200;8.242.176.0;22;[20/0];via 12.0.1.63
B;1728000;8.242.180.0;22;[20/0];via 4.68.4.46
B;122400;8.242.181.224;27;[20/13974];via 208.51.134.254
B;1987200;8.242.184.0;22;[20/0];via 12.0.1.63
B;12851;8.242.185.0;24;[20/0];via 64.71.137.241
B;1987200;8.242.188.0;22;[20/0];via 12.0.1.63
B;64400;8.242.188.128;27;[20/13484];via 208.51.134.254
B;115200;8.242.189.0;24;[20/13524];via 208.51.134.254
B;115200;8.242.190.0;24;[20/13565];via 208.51.134.254
B;1728000;8.242.192.0;22;[20/0];via 4.68.4.46
B;244800;8.242.192.0;27;[20/0];via 208.51.134.254
B;244800;8.242.192.128;26;[20/3163];via 208.51.134.254
B;244800;8.242.195.0;24;[20/0];via 208.51.134.254
B;1728000;8.242.196.0;22;[20/0];via 4.68.4.46
B;244800;8.242.197.0;24;[20/0];via 208.51.134.254
B;1728000;8.242.200.0;21;[20/0];via 4.68.4.46
B;244800;8.242.201.128;26;[20/13974];via 208.51.134.254
B;1728000;8.242.208.0;20;[20/0];via 4.68.4.46
B;1728000;8.242.208.0;21;[20/0];via 4.68.4.46
B;115200;8.242.208.128;26;[20/13574];via 208.51.134.254
B;115200;8.242.213.128;26;[20/13574];via 208.51.134.254
B;115200;8.242.213.192;26;[20/13564];via 208.51.134.254
B;1728000;8.242.216.0;21;[20/0];via 4.68.4.46
B;104400;8.242.218.0;24;[20/13565];via 208.51.134.254
B;104400;8.242.219.0;24;[20/13555];via 208.51.134.254
B;104400;8.242.220.160;27;[20/13625];via 208.51.134.254
B;115200;8.242.223.0;24;[20/13484];via 208.51.134.254
B;1728000;8.242.224.0;21;[20/0];via 4.68.4.46
B;244800;8.242.224.96;27;[20/0];via 208.51.134.254
B;244800;8.242.227.0;24;[20/0];via 208.51.134.254
B;244800;8.242.228.0;24;[20/0];via 208.51.134.254
B;244800;8.242.230.0;24;[20/13694];via 208.51.134.254
B;1728000;8.242.232.0;21;[20/0];via 4.68.4.46
B;104400;8.242.235.0;24;[20/13546];via 208.51.134.254
B;1728000;8.242.240.0;22;[20/0];via 4.68.4.46
B;36891;8.243.2.0;24;[20/13974];via 208.51.134.254
B;36891;8.243.3.0;24;[20/13974];via 208.51.134.254
B;244800;8.243.10.0;24;[20/13974];via 208.51.134.254
B;1209600;8.243.13.0;24;[20/0];via 4.68.4.46
B;1209600;8.243.14.0;24;[20/0];via 4.68.4.46
B;1728000;8.243.17.0;24;[20/0];via 4.68.4.46
B;244800;8.243.23.0;24;[20/13974];via 208.51.134.254
B;126000;8.243.28.0;22;[20/13974];via 208.51.134.254
B;126000;8.243.28.0;24;[20/13974];via 208.51.134.254
B;636;8.243.29.0;24;[20/13974];via 208.51.134.254
B;126000;8.243.30.0;24;[20/13974];via 208.51.134.254
B;126000;8.243.31.0;24;[20/13974];via 208.51.134.254
B;39012;8.243.40.0;24;[20/13974];via 208.51.134.254
B;244800;8.243.62.0;24;[20/13974];via 208.51.134.254
B;73460;8.243.65.0;24;[20/13564];via 208.51.134.254
B;115200;8.243.66.0;24;[20/13564];via 208.51.134.254
B;244800;8.243.96.128;27;[20/13684];via 208.51.134.254
B;244800;8.243.97.96;27;[20/13684];via 208.51.134.254
B;244800;8.243.97.192;26;[20/13684];via 208.51.134.254
B;244800;8.243.98.0;25;[20/13684];via 208.51.134.254
B;244800;8.243.100.128;25;[20/13684];via 208.51.134.254
B;1728000;8.243.103.0;24;[20/0];via 12.0.1.63
B;244800;8.243.105.64;27;[20/13684];via 208.51.134.254
B;244800;8.243.106.0;24;[20/13974];via 208.51.134.254
B;244800;8.243.107.32;27;[20/13684];via 208.51.134.254
B;244800;8.243.109.128;25;[20/13684];via 208.51.134.254
B;244800;8.243.113.96;27;[20/13684];via 208.51.134.254
B;244800;8.243.113.160;27;[20/13684];via 208.51.134.254
B;172800;8.243.113.192;26;[20/13684];via 208.51.134.254
B;230400;8.243.115.64;26;[20/13684];via 208.51.134.254
B;244800;8.243.115.160;27;[20/13684];via 208.51.134.254
B;244800;8.243.117.0;24;[20/13974];via 208.51.134.254
B;244800;8.243.122.192;27;[20/13684];via 208.51.134.254
B;691200;8.243.126.0;24;[20/0];via 4.68.4.46
B;244800;8.243.127.64;26;[20/13684];via 208.51.134.254
B;1209600;8.243.143.0;24;[20/0];via 4.68.4.46
B;115200;8.243.171.0;24;[20/13574];via 208.51.134.254
B;244800;8.243.180.0;24;[20/13974];via 208.51.134.254
B;244800;8.243.234.0;24;[20/0];via 12.0.1.63
B;514800;8.243.248.0;21;[20/0];via 4.68.4.46
B;1728000;8.244.0.0;15;[20/0];via 202.232.0.2
B;1296000;8.244.1.0;24;[20/0];via 12.0.1.63
B;4147200;8.244.35.0;24;[20/0];via 203.181.248.195
B;1728000;8.244.36.0;24;[20/0];via 64.71.137.241
B;1641600;8.244.67.0;24;[20/0];via 4.68.4.46
B;1728000;8.244.68.0;24;[20/0];via 64.71.137.241
B;64232;8.244.131.0;24;[20/0];via 4.68.4.46
B;1728000;8.244.135.0;24;[20/0];via 4.68.4.46
B;1296000;8.245.8.0;24;[20/0];via 12.0.1.63
B;1728000;8.245.13.0;24;[20/0];via 4.68.4.46
B;1728000;8.245.33.0;24;[20/0];via 4.68.4.46
B;1728000;8.246.160.0;24;[20/0];via 202.232.0.2
B;1728000;8.246.161.0;24;[20/0];via 202.232.0.2
B;1728000;8.246.162.0;24;[20/0];via 202.232.0.2
B;1728000;8.246.175.0;24;[20/0];via 202.232.0.2
B;36360;8.246.192.0;18;[20/0];via 212.66.96.126
B;244800;8.247.53.0;24;[20/16590];via 208.51.134.254
B;244800;8.247.54.0;24;[20/16590];via 208.51.134.254
B;3888000;8.247.192.0;22;[20/0];via 202.232.0.2
B;1728000;8.247.244.0;22;[20/0];via 64.71.137.241
B;1728000;8.247.248.0;22;[20/0];via 64.71.137.241
B;104400;8.248.8.0;23;[20/5542];via 208.51.134.254
B;244800;8.248.64.0;23;[20/5402];via 208.51.134.254
B;1728000;8.248.84.0;24;[20/0];via 202.232.0.2
B;244800;8.248.122.0;23;[20/16523];via 208.51.134.254
B;244800;8.249.10.0;23;[20/0];via 208.51.134.254
B;244800;8.249.14.0;23;[20/0];via 208.51.134.254
B;244800;8.249.20.0;23;[20/0];via 208.51.134.254
B;244800;8.249.22.0;23;[20/0];via 208.51.134.254
B;183600;8.249.30.0;23;[20/5170];via 208.51.134.254
B;104400;8.249.84.0;23;[20/5542];via 208.51.134.254
B;104400;8.249.88.0;23;[20/5542];via 208.51.134.254
B;104400;8.249.90.0;23;[20/5542];via 208.51.134.254
B;104400;8.249.92.0;23;[20/5542];via 208.51.134.254
B;244800;8.249.152.0;23;[20/5402];via 208.51.134.254
B;244800;8.249.154.0;23;[20/5402];via 208.51.134.254
B;244800;8.249.156.0;23;[20/5402];via 208.51.134.254
B;244800;8.249.158.0;23;[20/5402];via 208.51.134.254
B;244800;8.249.170.0;23;[20/5402];via 208.51.134.254
B;244800;8.249.172.0;23;[20/5402];via 208.51.134.254
B;244800;8.249.178.0;23;[20/5402];via 208.51.134.254
B;244800;8.250.160.0;23;[20/0];via 208.51.134.254
B;244800;8.250.162.0;23;[20/0];via 208.51.134.254
B;244800;8.250.166.0;23;[20/0];via 208.51.134.254
B;244800;8.250.168.0;23;[20/0];via 208.51.134.254
B;244800;8.250.174.0;23;[20/0];via 208.51.134.254
B;244800;8.250.176.0;23;[20/0];via 208.51.134.254
B;244800;8.250.184.0;23;[20/0];via 208.51.134.254
B;244800;8.250.200.0;23;[20/0];via 208.51.134.254
B;183600;8.250.214.0;23;[20/5170];via 208.51.134.254
B;183600;8.250.216.0;23;[20/5170];via 208.51.134.254
B;183600;8.250.234.0;23;[20/5170];via 208.51.134.254
B;2592000;8.253.77.0;24;[20/0];via 202.232.0.2
B;244800;8.253.180.0;24;[20/16590];via 208.51.134.254
B;244800;8.253.181.0;24;[20/16590];via 208.51.134.254
B;244800;8.253.182.0;24;[20/16590];via 208.51.134.254
B;3888000;8.253.186.0;24;[20/0];via 202.232.0.2
B;244800;8.253.218.0;24;[20/16590];via 208.51.134.254
B;244800;8.253.224.0;24;[20/16590];via 208.51.134.254
B;244800;8.253.250.0;24;[20/16590];via 208.51.134.254
B;1728000;8.255.0.0;16;[20/0];via 202.232.0.2
B;244800;8.255.192.0;24;[20/16590];via 208.51.134.254
B;244800;8.255.193.0;24;[20/16590];via 208.51.134.254
B;244800;8.255.194.0;24;[20/16590];via 208.51.134.254
B;1728000;8.0.0.0;9;[20/0];via 4.68.4.46
B;1728000;8.0.0.0;12;[20/0];via 4.68.4.46
B;1728000;8.2.17.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.18.0;24;[20/0];via 4.68.4.46
B;244800;8.2.40.0;24;[20/5251];via 208.51.134.254
B;1728000;8.2.68.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.69.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.70.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.71.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.72.0;24;[20/0];via 4.68.4.46
B;1296000;8.2.79.0;24;[20/0];via 12.0.1.63
B;1728000;8.2.96.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.103.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.104.0;24;[20/0];via 4.68.4.46
B;4147200;8.2.105.0;24;[20/0];via 12.0.1.63
B;1728000;8.2.108.0;22;[20/0];via 4.68.4.46
B;133200;8.2.108.0;24;[20/0];via 12.0.1.63
B;133200;8.2.110.0;24;[20/0];via 12.0.1.63
B;1296000;8.2.118.0;24;[20/0];via 202.232.0.2
B;1728000;8.2.119.0;24;[20/0];via 12.0.1.63
B;950400;8.2.130.0;23;[20/0];via 64.71.137.241
B;1728000;8.2.132.0;22;[20/0];via 4.68.4.46
B;1728000;8.2.144.0;22;[20/0];via 64.71.137.241
B;950400;8.2.176.0;23;[20/0];via 64.71.137.241
B;244800;8.2.184.0;23;[20/0];via 64.71.137.241
B;604800;8.2.186.0;23;[20/0];via 64.71.137.241
B;22561;8.2.192.0;23;[20/10];via 89.149.178.10
B;22561;8.2.194.0;23;[20/10];via 89.149.178.10
B;1728000;8.2.196.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.197.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.198.0;24;[20/0];via 4.68.4.46
B;241200;8.2.208.0;21;[20/0];via 64.71.137.241
B;169200;8.2.208.0;22;[20/10];via 89.149.178.10
B;169200;8.2.212.0;22;[20/10];via 89.149.178.10
B;1728000;8.2.216.0;24;[20/0];via 4.68.4.46
B;1728000;8.2.218.0;23;[20/0];via 4.68.4.46
B;1728000;8.2.220.0;23;[20/0];via 12.0.1.63
B;1728000;8.2.222.0;23;[20/0];via 64.71.137.241
B;1728000;8.2.224.0;24;[20/0];via 12.0.1.63
B;3888000;8.3.3.0;24;[20/0];via 12.0.1.63
B;691200;8.3.28.0;24;[20/0];via 64.71.137.241
B;1641600;8.3.29.0;24;[20/0];via 4.68.4.46
B;1728000;8.3.48.0;22;[20/0];via 12.0.1.63
B;338400;8.3.48.0;24;[20/0];via 4.68.4.46
B;338400;8.3.49.0;24;[20/0];via 4.68.4.46
B;338400;8.3.50.0;24;[20/0];via 4.68.4.46
B;338400;8.3.51.0;24;[20/0];via 4.68.4.46
B;169200;8.3.52.0;23;[20/10];via 89.149.178.10
B;169200;8.3.54.0;23;[20/10];via 89.149.178.10
B;169200;8.3.54.0;24;[20/10];via 89.149.178.10
B;169200;8.3.55.0;24;[20/10];via 89.149.178.10
B;1728000;8.3.64.0;23;[20/0];via 4.68.4.46
B;1728000;8.3.72.0;24;[20/0];via 4.68.4.46
B;1728000;8.3.80.0;20;[20/0];via 4.68.4.46
B;1728000;8.3.80.0;22;[20/0];via 4.68.4.46
B;1728000;8.3.86.0;24;[20/0];via 4.68.4.46
B;1728000;8.3.87.0;24;[20/0];via 4.68.4.46
B;1728000;8.3.88.0;22;[20/0];via 4.68.4.46
B;1728000;8.3.92.0;22;[20/0];via 4.68.4.46
B;4147200;8.3.97.0;24;[20/0];via 206.24.210.80
B;1728000;8.3.112.0;20;[20/0];via 64.71.137.241
B;169200;8.3.217.0;24;[20/10];via 89.149.178.10
B;244800;8.3.220.0;24;[20/5080];via 208.51.134.254
B;3888000;8.3.222.0;24;[20/0];via 12.0.1.63
B;1728000;8.3.223.0;24;[20/0];via 4.68.4.46
B;777600;8.3.231.0;24;[20/0];via 4.68.4.46
B;3888000;8.3.234.0;24;[20/0];via 12.0.1.63
B;1728000;8.3.242.0;24;[20/0];via 4.68.4.46
B;1728000;8.3.248.0;24;[20/0];via 4.68.4.46
B;1728000;8.3.252.0;24;[20/0];via 64.71.137.241
B;1728000;8.3.254.0;24;[20/0];via 4.68.4.46
B;1728000;8.4.32.0;24;[20/0];via 4.68.4.46
B;241200;8.4.36.0;24;[20/0];via 4.68.4.46
B;4147200;8.4.38.0;24;[20/0];via 12.0.1.63
B;1728000;8.4.120.0;22;[20/0];via 12.0.1.63
B;1728000;8.4.163.0;24;[20/0];via 4.68.4.46
B;1728000;8.4.224.0;24;[20/0];via 4.68.4.46
B;1728000;8.4.225.0;24;[20/0];via 4.68.4.46
B;1728000;8.4.226.0;24;[20/0];via 4.68.4.46
B;604800;8.4.231.0;24;[20/0];via 4.68.4.46
B;4147200;8.5.5.0;24;[20/0];via 12.0.1.63
B;1728000;8.5.128.0;23;[20/0];via 202.232.0.2
B;1900800;8.5.160.0;24;[20/0];via 203.181.248.195
B;3110400;8.5.161.0;24;[20/0];via 12.0.1.63
B;1728000;8.5.242.0;23;[20/0];via 4.68.4.46
B;169200;8.5.244.0;24;[20/10];via 89.149.178.10
B;1728000;8.5.248.0;24;[20/0];via 4.68.4.46
B;1728000;8.5.249.0;24;[20/0];via 4.68.4.46
B;4147200;8.5.250.0;24;[20/0];via 12.0.1.63
B;450000;8.5.251.0;24;[20/0];via 4.68.4.46
B;1728000;8.5.252.0;24;[20/0];via 4.68.4.46
B;1728000;8.5.253.0;24;[20/0];via 4.68.4.46
B;1641600;8.6.8.0;24;[20/0];via 4.68.4.46
B;1728000;8.6.9.0;24;[20/0];via 4.68.4.46
B;1728000;8.6.19.0;24;[20/0];via 64.71.137.241
B;500400;8.6.80.0;24;[20/0];via 12.0.1.63
B;1728000;8.6.82.0;23;[20/0];via 4.68.4.46
B;12648;8.6.82.0;24;[20/0];via 64.71.137.241
B;1728000;8.6.84.0;23;[20/0];via 4.68.4.46
B;500400;8.6.89.0;24;[20/0];via 12.0.1.63
B;500400;8.6.92.0;23;[20/0];via 12.0.1.63
B;500400;8.6.95.0;24;[20/0];via 12.0.1.63
B;3196800;8.6.144.0;24;[20/0];via 202.232.0.2
B;198000;8.6.145.0;24;[20/0];via 64.71.137.241
B;1728000;8.6.146.0;24;[20/0];via 12.0.1.63
B;1728000;8.6.179.0;24;[20/0];via 4.68.4.46
B;1728000;8.6.180.0;24;[20/0];via 154.11.12.212
B;1728000;8.6.181.0;24;[20/0];via 154.11.12.212
B;1641600;8.6.182.0;24;[20/0];via 4.68.4.46
B;320400;8.6.184.0;23;[20/0];via 4.68.4.46
B;864000;8.6.193.0;24;[20/0];via 4.68.4.46
B;1728000;8.6.220.0;22;[20/0];via 4.68.4.46
B;691200;8.6.240.0;23;[20/0];via 64.71.137.241
B;691200;8.6.240.0;24;[20/0];via 64.71.137.241
B;691200;8.6.241.0;24;[20/0];via 64.71.137.241
B;1728000;8.6.244.0;23;[20/0];via 64.71.137.241
B;1728000;8.7.17.0;24;[20/0];via 4.68.4.46
B;1728000;8.7.30.0;24;[20/0];via 12.0.1.63
B;169200;8.7.42.0;23;[20/10];via 89.149.178.10
B;169200;8.7.44.0;24;[20/10];via 89.149.178.10
B;864000;8.7.75.0;24;[20/0];via 206.24.210.80
B;1382400;8.7.76.0;22;[20/0];via 4.68.4.46
B;1728000;8.7.92.0;23;[20/0];via 64.71.137.241
B;1728000;8.7.92.0;24;[20/0];via 64.71.137.241
B;1641600;8.7.94.0;24;[20/0];via 12.0.1.63
B;169200;8.7.96.0;21;[20/10];via 89.149.178.10
B;1728000;8.7.149.0;24;[20/0];via 4.68.4.46
B;1555200;8.7.154.0;24;[20/0];via 4.68.4.46
B;1209600;8.7.155.0;24;[20/0];via 4.68.4.46
B;864000;8.7.165.0;24;[20/0];via 12.0.1.63
B;1728000;8.7.196.0;24;[20/0];via 4.68.4.46
B;1296000;8.7.199.0;24;[20/0];via 4.68.4.46
B;1728000;8.7.200.0;24;[20/0];via 4.68.4.46
B;604800;8.7.201.0;24;[20/0];via 64.71.137.241
B;1728000;8.7.205.0;24;[20/0];via 4.68.4.46
B;4147200;8.7.223.0;24;[20/0];via 12.0.1.63
B;1728000;8.7.244.0;24;[20/0];via 202.232.0.2
B;1728000;8.7.246.0;24;[20/0];via 4.68.4.46
B;69730;8.8.0.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.4.0;24;[20/0];via 12.0.1.63
B;1728000;8.8.6.0;24;[20/0];via 4.68.4.46
B;1641600;8.8.8.0;24;[20/0];via 12.0.1.63
B;1728000;8.8.11.0;24;[20/0];via 202.232.0.2
B;122400;8.8.39.0;24;[20/0];via 4.68.4.46
B;428400;8.8.51.0;24;[20/0];via 162.250.137.254
B;2127;8.8.52.0;22;[20/0];via 64.71.137.241
B;104400;8.8.64.0;24;[20/5542];via 208.51.134.254
B;1728000;8.8.208.0;21;[20/0];via 4.68.4.46
B;1641600;8.8.216.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.217.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.218.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.219.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.220.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.221.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.222.0;24;[20/0];via 64.71.137.241
B;1641600;8.8.223.0;24;[20/0];via 64.71.137.241
B;1728000;8.8.226.0;24;[20/0];via 4.68.4.46
B;1728000;8.8.227.0;24;[20/0];via 4.68.4.46
B;1728000;8.8.228.0;24;[20/0];via 64.71.137.241
B;1728000;8.8.229.0;24;[20/0];via 64.71.137.241
B;1728000;8.8.230.0;24;[20/0];via 64.71.137.241
B;1728000;8.8.231.0;24;[20/0];via 64.71.137.241
B;1728000;8.8.232.0;21;[20/0];via 4.68.4.46
B;475200;8.8.244.0;24;[20/0];via 4.68.4.46
B;475200;8.8.245.0;24;[20/0];via 4.68.4.46
B;475200;8.8.246.0;24;[20/0];via 4.68.4.46
B;475200;8.8.247.0;24;[20/0];via 4.68.4.46
B;475200;8.8.248.0;24;[20/0];via 4.68.4.46
B;475200;8.8.249.0;24;[20/0];via 4.68.4.46
B;165600;8.9.3.0;24;[20/0];via 132.198.255.253
B;165600;8.9.4.0;24;[20/0];via 132.198.255.253
B;165600;8.9.5.0;24;[20/0];via 132.198.255.253
B;165600;8.9.6.0;24;[20/0];via 132.198.255.253
B;165600;8.9.8.0;24;[20/0];via 132.198.255.253
B;165600;8.9.11.0;24;[20/0];via 132.198.255.253
B;165600;8.9.15.0;24;[20/0];via 132.198.255.253
B;1728000;8.9.16.0;24;[20/0];via 12.0.1.63
B;165600;8.9.30.0;23;[20/0];via 132.198.255.253
B;169200;8.9.32.0;23;[20/10];via 89.149.178.10
B;165600;8.9.36.0;23;[20/0];via 132.198.255.253
B;1728000;8.9.40.0;21;[20/0];via 64.71.137.241
B;1728000;8.9.71.0;24;[20/0];via 154.11.12.212
B;1296000;8.9.80.0;20;[20/0];via 4.68.4.46
B;1641600;8.9.96.0;23;[20/0];via 4.68.4.46
B;22561;8.9.160.0;23;[20/10];via 89.149.178.10
B;22561;8.9.162.0;23;[20/10];via 89.149.178.10
B;1728000;8.9.195.0;24;[20/0];via 4.68.4.46
B;1641600;8.9.198.0;23;[20/0];via 4.68.4.46
B;1728000;8.9.224.0;24;[20/0];via 4.68.4.46
B;244800;8.9.226.0;23;[20/0];via 64.71.137.241
B;1728000;8.9.231.0;24;[20/0];via 12.0.1.63
B;1728000;8.9.237.0;24;[20/0];via 4.68.4.46
B;1728000;8.9.239.0;24;[20/0];via 64.71.137.241
B;2246400;8.10.6.0;24;[20/0];via 217.192.89.50
B;2246400;8.10.7.0;24;[20/0];via 217.192.89.50
B;1641600;8.10.14.0;23;[20/0];via 12.0.1.63
B;1209600;8.10.33.0;24;[20/0];via 154.11.12.212
B;4147200;8.10.62.0;24;[20/0];via 12.0.1.63
B;1728000;8.10.65.0;24;[20/0];via 4.68.4.46
B;1728000;8.10.66.0;23;[20/0];via 4.68.4.46
B;1728000;8.10.68.0;23;[20/0];via 4.68.4.46
B;1728000;8.10.69.0;24;[20/0];via 12.0.1.63
B;550800;8.10.70.0;23;[20/0];via 64.71.137.241
B;1728000;8.10.80.0;24;[20/0];via 12.0.1.63
B;1728000;8.10.81.0;24;[20/0];via 12.0.1.63
B;201600;8.10.120.0;24;[20/0];via 64.71.137.241
B;691200;8.10.134.0;24;[20/0];via 4.68.4.46
B;201600;8.10.140.0;24;[20/0];via 4.68.4.46
B;572400;8.10.142.0;23;[20/0];via 12.0.1.63
B;450000;8.10.142.0;24;[20/0];via 4.68.4.46
B;450000;8.10.143.0;24;[20/0];via 4.68.4.46
B;3715200;8.10.144.0;22;[20/0];via 206.24.210.80
B;169200;8.10.148.0;24;[20/10];via 89.149.178.10
B;1728000;8.10.149.0;24;[20/0];via 4.68.4.46
B;241200;8.10.160.0;23;[20/0];via 162.251.163.2
B;2160000;8.10.163.0;24;[20/0];via 12.0.1.63
B;4147200;8.10.166.0;24;[20/0];via 206.24.210.80
B;4147200;8.10.167.0;24;[20/0];via 206.24.210.80
B;194400;8.10.178.0;24;[20/0];via 4.68.4.46
B;1728000;8.10.179.0;24;[20/0];via 4.68.4.46
B;1728000;8.10.192.0;24;[20/0];via 4.68.4.46
B;1728000;8.10.194.0;24;[20/0];via 4.68.4.46
B;1728000;8.10.200.0;23;[20/0];via 12.0.1.63
B;1728000;8.10.200.0;24;[20/0];via 4.68.4.46
B;2332800;8.10.201.0;24;[20/0];via 12.0.1.63
B;1728000;8.10.210.0;24;[20/0];via 4.68.4.46
B;1728000;8.11.1.0;24;[20/0];via 154.11.12.212
B;2419200;8.11.4.0;23;[20/0];via 203.181.248.195
B;169200;8.11.166.0;24;[20/10];via 89.149.178.10
B;1728000;8.11.192.0;24;[20/0];via 4.68.4.46
B;1296000;8.11.195.0;24;[20/0];via 12.0.1.63
B;1382400;8.11.200.0;24;[20/0];via 4.68.4.46
B;1468800;8.11.228.0;24;[20/0];via 4.68.4.46
B;1382400;8.11.229.0;24;[20/0];via 203.181.248.195
B;244800;8.11.231.0;24;[20/0];via 37.139.139.17
B;1728000;8.11.249.0;24;[20/0];via 4.68.4.46
B;1728000;8.11.252.0;23;[20/0];via 4.68.4.46
B;1728000;8.11.254.0;23;[20/0];via 4.68.4.46
B;604800;8.12.0.0;24;[20/0];via 64.71.137.241
B;1728000;8.12.1.0;24;[20/0];via 12.0.1.63
B;1728000;8.12.3.0;24;[20/0];via 4.68.4.46
B;1728000;8.12.10.0;24;[20/0];via 202.232.0.2
