Zdroj;Èas;prefix address;prefix mask;metrika;next-hop
B;1123200;5.189.144.0;20;[20/0];via 4.68.4.46
B;1123200;5.189.160.0;20;[20/0];via 4.68.4.46
B;1123200;5.189.176.0;20;[20/0];via 4.68.4.46
B;1728000;5.189.192.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.193.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.194.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.195.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.196.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.197.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.198.0;24;[20/0];via 202.232.0.2
B;1728000;5.189.199.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.200.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.201.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.202.0;24;[20/0];via 202.232.0.2
B;244800;5.189.204.0;24;[20/0];via 94.142.247.3
B;1641600;5.189.205.0;24;[20/0];via 64.71.137.241
B;100800;5.189.206.0;24;[20/0];via 64.71.137.241
B;550800;5.189.207.0;24;[20/0];via 4.68.4.46
B;129600;5.189.215.0;24;[20/0];via 193.0.0.56
B;1296000;5.189.217.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.218.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.219.0;24;[20/0];via 64.71.137.241
B;244800;5.189.220.0;24;[20/0];via 94.142.247.3
B;1641600;5.189.221.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.222.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.223.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.224.0;20;[20/0];via 12.0.1.63
B;1641600;5.189.224.0;24;[20/0];via 12.0.1.63
B;777600;5.189.225.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.226.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.227.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.228.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.229.0;24;[20/0];via 202.232.0.2
B;777600;5.189.230.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.231.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.232.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.233.0;24;[20/0];via 202.232.0.2
B;777600;5.189.234.0;24;[20/0];via 64.71.137.241
B;1641600;5.189.235.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.236.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.237.0;24;[20/0];via 12.0.1.63
B;1641600;5.189.238.0;24;[20/0];via 202.232.0.2
B;1641600;5.189.239.0;24;[20/0];via 12.0.1.63
B;1728000;5.189.240.0;21;[20/0];via 202.232.0.2
B;1296000;5.189.248.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.249.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.250.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.251.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.252.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.253.0;24;[20/0];via 64.71.137.241
B;1296000;5.189.254.0;24;[20/0];via 64.71.137.241
B;44582;5.190.0.0;17;[20/0];via 94.142.247.3
B;140400;5.190.128.0;17;[20/0];via 64.71.137.241
B;140400;5.190.211.0;24;[20/0];via 64.71.137.241
B;457200;5.190.240.0;20;[20/0];via 4.68.4.46
B;1728000;5.191.0.0;16;[20/0];via 4.68.4.46
B;1296000;5.191.3.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.15.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.16.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.17.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.18.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.19.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.22.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.24.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.25.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.26.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.27.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.28.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.29.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.30.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.31.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.32.0;24;[20/0];via 4.68.4.46
B;176400;5.191.33.0;24;[20/0];via 64.71.137.241
B;1296000;5.191.34.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.44.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.45.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.46.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.47.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.48.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.49.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.50.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.51.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.52.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.53.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.54.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.55.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.56.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.57.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.58.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.59.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.60.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.61.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.62.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.63.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.64.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.65.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.66.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.67.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.68.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.69.0;24;[20/0];via 4.68.4.46
B;1296000;5.191.90.0;24;[20/0];via 4.68.4.46
B;176400;5.191.100.0;24;[20/0];via 64.71.137.241
B;176400;5.191.101.0;24;[20/0];via 64.71.137.241
B;176400;5.191.102.0;24;[20/0];via 64.71.137.241
B;176400;5.191.103.0;24;[20/0];via 64.71.137.241
B;176400;5.191.104.0;24;[20/0];via 64.71.137.241
B;176400;5.191.105.0;24;[20/0];via 64.71.137.241
B;176400;5.191.106.0;24;[20/0];via 64.71.137.241
B;176400;5.191.107.0;24;[20/0];via 64.71.137.241
B;176400;5.191.108.0;24;[20/0];via 64.71.137.241
B;176400;5.191.109.0;24;[20/0];via 64.71.137.241
B;176400;5.191.110.0;24;[20/0];via 64.71.137.241
B;176400;5.191.111.0;24;[20/0];via 64.71.137.241
B;176400;5.191.112.0;24;[20/0];via 64.71.137.241
B;176400;5.191.113.0;24;[20/0];via 64.71.137.241
B;176400;5.191.114.0;24;[20/0];via 64.71.137.241
B;176400;5.191.115.0;24;[20/0];via 64.71.137.241
B;176400;5.191.116.0;24;[20/0];via 64.71.137.241
B;1728000;5.191.240.0;20;[20/0];via 4.68.4.46
B;1728000;5.191.251.0;24;[20/0];via 4.68.4.46
B;1728000;5.191.252.0;23;[20/0];via 4.68.4.46
B;44161;5.192.0.0;16;[20/0];via 202.232.0.2
B;57465;5.192.0.0;17;[20/0];via 4.68.4.46
B;44130;5.192.0.0;18;[20/0];via 202.232.0.2
B;57491;5.192.128.0;17;[20/0];via 217.192.89.50
B;44130;5.192.128.0;18;[20/0];via 202.232.0.2
B;44130;5.192.192.0;18;[20/0];via 202.232.0.2
B;44161;5.193.0.0;16;[20/0];via 202.232.0.2
B;44168;5.193.0.0;17;[20/10];via 89.149.178.10
B;44130;5.193.0.0;18;[20/0];via 202.232.0.2
B;44130;5.193.64.0;18;[20/0];via 202.232.0.2
B;44168;5.193.128.0;17;[20/10];via 89.149.178.10
B;44130;5.193.128.0;18;[20/0];via 202.232.0.2
B;44130;5.193.192.0;18;[20/0];via 202.232.0.2
B;44161;5.194.0.0;16;[20/0];via 202.232.0.2
B;44130;5.194.0.0;17;[20/0];via 202.232.0.2
B;44130;5.194.0.0;18;[20/0];via 202.232.0.2
B;44130;5.194.64.0;18;[20/0];via 202.232.0.2
B;44130;5.194.128.0;18;[20/0];via 202.232.0.2
B;1382400;5.194.192.0;22;[20/0];via 114.31.199.16
B;1382400;5.194.196.0;22;[20/0];via 114.31.199.16
B;1641600;5.194.200.0;22;[20/0];via 202.232.0.2
B;1641600;5.194.204.0;22;[20/0];via 202.232.0.2
B;1382400;5.194.208.0;21;[20/0];via 114.31.199.16
B;1382400;5.194.216.0;21;[20/0];via 114.31.199.16
B;1382400;5.194.224.0;22;[20/0];via 114.31.199.16
B;1641600;5.194.228.0;22;[20/0];via 202.232.0.2
B;1382400;5.194.232.0;22;[20/0];via 114.31.199.16
B;1382400;5.194.236.0;22;[20/0];via 114.31.199.16
B;4147200;5.194.252.0;22;[20/0];via 217.192.89.50
B;1728000;5.194.252.0;24;[20/0];via 202.232.0.2
B;1728000;5.194.253.0;24;[20/0];via 202.232.0.2
B;1728000;5.194.254.0;24;[20/0];via 202.232.0.2
B;1728000;5.194.255.0;24;[20/0];via 202.232.0.2
B;44161;5.195.0.0;16;[20/0];via 202.232.0.2
B;44130;5.195.0.0;18;[20/0];via 202.232.0.2
B;1641600;5.195.16.0;22;[20/0];via 217.192.89.50
B;1641600;5.195.16.0;24;[20/0];via 202.232.0.2
B;1641600;5.195.17.0;24;[20/0];via 202.232.0.2
B;1641600;5.195.18.0;24;[20/0];via 202.232.0.2
B;1641600;5.195.19.0;24;[20/0];via 202.232.0.2
B;44130;5.195.64.0;18;[20/0];via 202.232.0.2
B;44130;5.195.128.0;18;[20/0];via 202.232.0.2
B;1641600;5.195.166.0;23;[20/0];via 202.232.0.2
B;1641600;5.195.166.0;24;[20/0];via 202.232.0.2
B;1641600;5.195.167.0;24;[20/0];via 202.232.0.2
B;44130;5.195.192.0;18;[20/0];via 202.232.0.2
B;1641600;5.195.208.0;24;[20/0];via 202.232.0.2
B;1641600;5.195.223.0;24;[20/0];via 202.232.0.2
B;1641600;5.196.0.0;16;[20/0];via 202.232.0.2
B;1296000;5.197.0.0;16;[20/0];via 4.68.4.46
B;1296000;5.197.0.0;17;[20/0];via 4.68.4.46
B;1296000;5.197.128.0;17;[20/0];via 4.68.4.46
B;1296000;5.197.128.0;20;[20/0];via 4.68.4.46
B;1296000;5.197.128.0;21;[20/0];via 4.68.4.46
B;1296000;5.197.136.0;21;[20/0];via 4.68.4.46
B;1641600;5.197.144.0;20;[20/0];via 4.68.4.46
B;1296000;5.197.144.0;21;[20/0];via 4.68.4.46
B;1641600;5.197.152.0;21;[20/0];via 4.68.4.46
B;1296000;5.197.208.0;20;[20/0];via 4.68.4.46
B;1296000;5.197.224.0;20;[20/0];via 4.68.4.46
B;1296000;5.197.240.0;20;[20/0];via 4.68.4.46
B;1641600;5.198.0.0;17;[20/0];via 64.71.137.241
B;1641600;5.198.128.0;22;[20/0];via 64.71.137.241
B;1641600;5.198.137.0;24;[20/0];via 4.68.4.46
B;1641600;5.198.138.0;24;[20/0];via 4.68.4.46
B;1641600;5.198.139.0;24;[20/0];via 4.68.4.46
B;1641600;5.198.141.0;24;[20/0];via 4.68.4.46
B;1123200;5.198.144.0;20;[20/0];via 94.142.247.3
B;129600;5.198.160.0;19;[20/0];via 64.71.137.241
B;280800;5.198.160.0;22;[20/0];via 64.71.137.241
B;324000;5.198.164.0;23;[20/0];via 64.71.137.241
B;140400;5.198.166.0;23;[20/0];via 64.71.137.241
B;1641600;5.198.192.0;19;[20/0];via 217.192.89.50
B;1641600;5.198.224.0;20;[20/0];via 64.71.137.241
B;1555200;5.198.240.0;21;[20/0];via 64.71.137.241
B;3801600;5.198.248.0;21;[20/0];via 217.192.89.50
B;1296000;5.199.128.0;20;[20/0];via 217.192.89.50
B;1123200;5.199.144.0;20;[20/0];via 94.142.247.3
B;1641600;5.199.160.0;23;[20/0];via 217.192.89.50
B;1641600;5.199.162.0;23;[20/0];via 217.192.89.50
B;255600;5.199.164.0;22;[20/0];via 4.68.4.46
B;1641600;5.199.165.0;24;[20/0];via 217.192.89.50
B;1641600;5.199.168.0;22;[20/0];via 217.192.89.50
B;1641600;5.199.172.0;22;[20/0];via 217.192.89.50
B;1123200;5.199.176.0;21;[20/0];via 94.142.247.3
B;504000;5.199.184.0;22;[20/0];via 64.71.137.241
B;49029;5.199.184.0;24;[20/10];via 89.149.178.10
B;49029;5.199.185.0;24;[20/10];via 89.149.178.10
B;49029;5.199.186.0;24;[20/10];via 89.149.178.10
B;49029;5.199.187.0;24;[20/10];via 89.149.178.10
B;1728000;5.199.188.0;22;[20/0];via 12.0.1.63
B;1641600;5.199.192.0;19;[20/0];via 202.232.0.2
B;691200;5.199.224.0;21;[20/0];via 4.68.4.46
B;1641600;5.199.231.0;24;[20/0];via 64.71.137.241
B;414000;5.199.232.0;21;[20/0];via 64.71.137.241
B;1123200;5.199.240.0;20;[20/0];via 94.142.247.3
B;1641600;5.200.0.0;19;[20/0];via 91.218.184.60
B;49372;5.200.5.0;24;[20/0];via 91.218.184.60
B;507600;5.200.32.0;23;[20/0];via 217.192.89.50
B;507600;5.200.32.0;24;[20/0];via 217.192.89.50
B;550800;5.200.34.0;24;[20/0];via 4.68.4.46
B;507600;5.200.35.0;24;[20/0];via 217.192.89.50
B;507600;5.200.36.0;22;[20/0];via 217.192.89.50
B;507600;5.200.37.0;24;[20/0];via 217.192.89.50
B;507600;5.200.38.0;24;[20/0];via 217.192.89.50
B;507600;5.200.39.0;24;[20/0];via 217.192.89.50
B;507600;5.200.40.0;21;[20/0];via 217.192.89.50
B;507600;5.200.40.0;24;[20/0];via 217.192.89.50
B;507600;5.200.41.0;24;[20/0];via 217.192.89.50
B;507600;5.200.42.0;24;[20/0];via 217.192.89.50
B;507600;5.200.43.0;24;[20/0];via 217.192.89.50
B;507600;5.200.44.0;24;[20/0];via 217.192.89.50
B;507600;5.200.45.0;24;[20/0];via 217.192.89.50
B;507600;5.200.47.0;24;[20/0];via 217.192.89.50
B;550800;5.200.48.0;24;[20/0];via 4.68.4.46
B;550800;5.200.49.0;24;[20/0];via 4.68.4.46
B;507600;5.200.50.0;23;[20/0];via 217.192.89.50
B;507600;5.200.50.0;24;[20/0];via 217.192.89.50
B;507600;5.200.52.0;22;[20/0];via 217.192.89.50
B;507600;5.200.52.0;24;[20/0];via 217.192.89.50
B;507600;5.200.53.0;24;[20/0];via 217.192.89.50
B;507600;5.200.54.0;24;[20/0];via 217.192.89.50
B;507600;5.200.55.0;24;[20/0];via 217.192.89.50
B;550800;5.200.56.0;23;[20/0];via 4.68.4.46
B;1296000;5.200.56.0;24;[20/0];via 64.71.137.241
B;550800;5.200.57.0;24;[20/0];via 4.68.4.46
B;550800;5.200.58.0;24;[20/0];via 4.68.4.46
B;507600;5.200.59.0;24;[20/0];via 217.192.89.50
B;550800;5.200.60.0;22;[20/0];via 4.68.4.46
B;550800;5.200.60.0;24;[20/0];via 4.68.4.46
B;550800;5.200.61.0;24;[20/0];via 4.68.4.46
B;550800;5.200.62.0;24;[20/0];via 4.68.4.46
B;550800;5.200.63.0;24;[20/0];via 4.68.4.46
B;97200;5.200.64.0;19;[20/0];via 4.68.4.46
B;97200;5.200.65.0;24;[20/0];via 4.68.4.46
B;97200;5.200.72.0;23;[20/0];via 4.68.4.46
B;97200;5.200.74.0;23;[20/0];via 4.68.4.46
B;97200;5.200.76.0;24;[20/0];via 4.68.4.46
B;457200;5.200.80.0;24;[20/0];via 4.68.4.46
B;457200;5.200.92.0;24;[20/0];via 4.68.4.46
B;457200;5.200.93.0;24;[20/0];via 4.68.4.46
B;457200;5.200.95.0;24;[20/0];via 4.68.4.46
B;561600;5.200.96.0;19;[20/0];via 154.11.12.212
B;561600;5.200.96.0;20;[20/0];via 154.11.12.212
B;561600;5.200.112.0;20;[20/0];via 154.11.12.212
B;324000;5.200.128.0;19;[20/0];via 64.71.137.241
B;61850;5.200.128.0;20;[20/0];via 4.68.4.46
B;61850;5.200.144.0;20;[20/0];via 4.68.4.46
B;324000;5.200.160.0;20;[20/0];via 64.71.137.241
B;324000;5.200.176.0;20;[20/0];via 64.71.137.241
B;324000;5.200.192.0;21;[20/0];via 64.71.137.241
B;561600;5.200.200.0;24;[20/0];via 154.11.12.212
B;324000;5.200.201.0;24;[20/0];via 64.71.137.241
B;324000;5.200.202.0;23;[20/0];via 64.71.137.241
B;324000;5.200.204.0;22;[20/0];via 64.71.137.241
B;324000;5.200.208.0;20;[20/0];via 64.71.137.241
B;324000;5.200.224.0;20;[20/0];via 64.71.137.241
B;61850;5.200.240.0;21;[20/0];via 4.68.4.46
B;61850;5.200.248.0;21;[20/0];via 4.68.4.46
B;2885;5.201.0.0;17;[20/0];via 4.68.4.46
B;10818;5.201.128.0;18;[20/0];via 94.142.247.3
B;457200;5.201.128.0;21;[20/0];via 4.68.4.46
B;147600;5.201.138.0;24;[20/0];via 12.0.1.63
B;457200;5.201.142.0;23;[20/0];via 4.68.4.46
B;10818;5.201.144.0;21;[20/0];via 94.142.247.3
B;457200;5.201.144.0;23;[20/0];via 4.68.4.46
B;10818;5.201.152.0;22;[20/0];via 94.142.247.3
B;691200;5.201.160.0;23;[20/0];via 64.71.137.241
B;691200;5.201.162.0;24;[20/0];via 64.71.137.241
B;457200;5.201.168.0;22;[20/0];via 4.68.4.46
B;169200;5.201.172.0;23;[20/0];via 4.68.4.46
B;183600;5.201.174.0;24;[20/0];via 94.142.247.3
B;15553;5.201.192.0;18;[20/10];via 89.149.178.10
B;280800;5.201.192.0;20;[20/0];via 64.71.137.241
B;280800;5.201.208.0;20;[20/0];via 64.71.137.241
B;280800;5.201.224.0;20;[20/0];via 64.71.137.241
B;280800;5.201.240.0;20;[20/0];via 64.71.137.241
B;183600;5.202.0.0;16;[20/0];via 94.142.247.3
B;183600;5.202.16.0;20;[20/0];via 94.142.247.3
B;219600;5.202.28.0;24;[20/0];via 94.142.247.3
B;183600;5.202.36.0;23;[20/0];via 94.142.247.3
B;219600;5.202.44.0;22;[20/0];via 94.142.247.3
B;183600;5.202.50.0;23;[20/0];via 94.142.247.3
B;183600;5.202.52.0;23;[20/0];via 94.142.247.3
B;183600;5.202.56.0;24;[20/0];via 94.142.247.3
B;183600;5.202.60.0;22;[20/0];via 94.142.247.3
B;691200;5.202.68.0;24;[20/0];via 64.71.137.241
B;140400;5.202.72.0;22;[20/0];via 64.71.137.241
B;169200;5.202.82.0;24;[20/0];via 4.68.4.46
B;183600;5.202.86.0;24;[20/0];via 94.142.247.3
B;183600;5.202.96.0;22;[20/0];via 94.142.247.3
B;183600;5.202.102.0;24;[20/0];via 94.142.247.3
B;183600;5.202.110.0;24;[20/0];via 94.142.247.3
B;219600;5.202.112.0;24;[20/0];via 94.142.247.3
B;169200;5.202.124.0;23;[20/0];via 4.68.4.46
B;219600;5.202.129.0;24;[20/0];via 94.142.247.3
B;183600;5.202.136.0;24;[20/0];via 94.142.247.3
B;33111;5.202.137.0;24;[20/0];via 94.142.247.3
B;33111;5.202.138.0;24;[20/0];via 94.142.247.3
B;33111;5.202.139.0;24;[20/0];via 94.142.247.3
B;183600;5.202.164.0;23;[20/0];via 94.142.247.3
B;183600;5.202.166.0;23;[20/0];via 94.142.247.3
B;169200;5.202.172.0;24;[20/0];via 4.68.4.46
B;244800;5.202.178.0;23;[20/0];via 4.68.4.46
B;169200;5.202.181.0;24;[20/0];via 4.68.4.46
B;183600;5.202.182.0;23;[20/0];via 94.142.247.3
B;13161;5.202.186.0;24;[20/0];via 94.142.247.3
B;140400;5.202.187.0;24;[20/0];via 94.142.247.3
B;183600;5.202.188.0;23;[20/0];via 94.142.247.3
B;183600;5.202.190.0;23;[20/0];via 94.142.247.3
B;244800;5.202.232.0;22;[20/0];via 4.68.4.46
B;169200;5.202.252.0;24;[20/0];via 4.68.4.46
B;1468800;5.203.0.0;16;[20/0];via 217.192.89.50
B;1641600;5.204.0.0;16;[20/0];via 64.71.137.241
B;1728000;5.205.0.0;16;[20/0];via 12.0.1.63
B;194400;5.206.0.0;17;[20/0];via 64.71.137.241
B;1641600;5.206.128.0;18;[20/0];via 64.71.137.241
B;1296000;5.206.192.0;21;[20/0];via 64.71.137.241
B;1555200;5.206.200.0;21;[20/0];via 64.71.137.241
B;140400;5.206.208.0;20;[20/0];via 64.71.137.241
B;1296000;5.206.224.0;24;[20/0];via 64.71.137.241
B;1296000;5.206.225.0;24;[20/0];via 64.71.137.241
B;1296000;5.206.226.0;24;[20/0];via 64.71.137.241
B;1296000;5.206.227.0;24;[20/0];via 64.71.137.241
B;1641600;5.206.228.0;24;[20/0];via 12.0.1.63
B;1123200;5.206.229.0;24;[20/0];via 94.142.247.3
B;1641600;5.206.230.0;24;[20/0];via 12.0.1.63
B;1641600;5.206.231.0;24;[20/0];via 12.0.1.63
B;550800;5.206.232.0;21;[20/0];via 154.11.12.212
B;550800;5.206.233.0;24;[20/0];via 154.11.12.212
B;511200;5.206.237.0;24;[20/0];via 217.192.89.50
B;511200;5.206.238.0;24;[20/0];via 217.192.89.50
B;1555200;5.206.239.0;24;[20/0];via 64.71.137.241
B;126000;5.206.240.0;20;[20/10];via 89.149.178.10
B;241200;5.207.0.0;16;[20/0];via 217.192.89.50
B;241200;5.207.0.0;17;[20/0];via 217.192.89.50
B;15553;5.208.0.0;16;[20/10];via 89.149.178.10
B;15553;5.208.0.0;17;[20/10];via 89.149.178.10
B;15553;5.208.0.0;20;[20/10];via 89.149.178.10
B;15553;5.208.16.0;20;[20/10];via 89.149.178.10
B;15553;5.208.32.0;20;[20/10];via 89.149.178.10
B;15553;5.208.48.0;20;[20/10];via 89.149.178.10
B;15553;5.208.64.0;20;[20/10];via 89.149.178.10
B;15553;5.208.80.0;20;[20/10];via 89.149.178.10
B;15553;5.208.96.0;20;[20/10];via 89.149.178.10
B;15553;5.208.112.0;20;[20/10];via 89.149.178.10
B;237600;5.208.128.0;17;[20/0];via 64.71.137.241
B;237600;5.208.128.0;20;[20/0];via 64.71.137.241
B;237600;5.208.144.0;20;[20/0];via 64.71.137.241
B;237600;5.208.160.0;20;[20/0];via 64.71.137.241
B;237600;5.208.176.0;20;[20/0];via 64.71.137.241
B;237600;5.208.192.0;20;[20/0];via 64.71.137.241
B;237600;5.208.208.0;20;[20/0];via 64.71.137.241
B;237600;5.208.224.0;20;[20/0];via 64.71.137.241
B;237600;5.208.240.0;20;[20/0];via 64.71.137.241
B;324000;5.209.0.0;16;[20/0];via 4.68.4.46
B;140400;5.209.0.0;17;[20/0];via 4.68.4.46
B;140400;5.209.0.0;20;[20/0];via 64.71.137.241
B;140400;5.209.16.0;20;[20/0];via 4.68.4.46
B;140400;5.209.32.0;20;[20/0];via 4.68.4.46
B;140400;5.209.48.0;20;[20/0];via 64.71.137.241
B;140400;5.209.64.0;20;[20/0];via 64.71.137.241
B;140400;5.209.80.0;20;[20/0];via 64.71.137.241
B;140400;5.209.96.0;20;[20/0];via 64.71.137.241
B;140400;5.209.112.0;20;[20/0];via 64.71.137.241
B;1641600;5.209.128.0;17;[20/0];via 4.68.4.46
B;241200;5.209.128.0;20;[20/0];via 4.68.4.46
B;241200;5.209.144.0;20;[20/0];via 4.68.4.46
B;241200;5.209.160.0;20;[20/0];via 4.68.4.46
B;241200;5.209.176.0;20;[20/0];via 4.68.4.46
B;241200;5.209.192.0;20;[20/0];via 4.68.4.46
B;241200;5.209.208.0;20;[20/0];via 4.68.4.46
B;241200;5.209.224.0;20;[20/0];via 4.68.4.46
B;241200;5.209.240.0;20;[20/0];via 4.68.4.46
B;280800;5.210.0.0;16;[20/0];via 64.71.137.241
B;280800;5.210.0.0;17;[20/0];via 64.71.137.241
B;237600;5.210.0.0;20;[20/0];via 64.71.137.241
B;237600;5.210.16.0;20;[20/0];via 64.71.137.241
B;237600;5.210.32.0;20;[20/0];via 64.71.137.241
B;237600;5.210.48.0;20;[20/0];via 64.71.137.241
B;237600;5.210.64.0;20;[20/0];via 64.71.137.241
B;237600;5.210.80.0;20;[20/0];via 64.71.137.241
B;237600;5.210.96.0;20;[20/0];via 64.71.137.241
B;237600;5.210.112.0;20;[20/0];via 64.71.137.241
B;280800;5.210.128.0;17;[20/0];via 64.71.137.241
B;280800;5.210.128.0;20;[20/0];via 64.71.137.241
B;280800;5.210.144.0;20;[20/0];via 64.71.137.241
B;280800;5.210.160.0;20;[20/0];via 64.71.137.241
B;280800;5.210.176.0;20;[20/0];via 64.71.137.241
B;280800;5.210.192.0;20;[20/0];via 64.71.137.241
B;280800;5.210.208.0;20;[20/0];via 64.71.137.241
B;280800;5.210.224.0;20;[20/0];via 64.71.137.241
B;280800;5.210.240.0;20;[20/0];via 64.71.137.241
B;237600;5.211.0.0;16;[20/0];via 64.71.137.241
B;237600;5.211.0.0;17;[20/0];via 64.71.137.241
B;280800;5.211.0.0;20;[20/0];via 64.71.137.241
B;280800;5.211.16.0;20;[20/0];via 64.71.137.241
B;280800;5.211.32.0;20;[20/0];via 64.71.137.241
B;280800;5.211.48.0;20;[20/0];via 64.71.137.241
B;280800;5.211.64.0;20;[20/0];via 64.71.137.241
B;280800;5.211.80.0;20;[20/0];via 64.71.137.241
B;280800;5.211.96.0;20;[20/0];via 64.71.137.241
B;280800;5.211.112.0;20;[20/0];via 64.71.137.241
B;280800;5.211.128.0;17;[20/0];via 64.71.137.241
B;15553;5.211.128.0;20;[20/10];via 89.149.178.10
B;15553;5.211.144.0;20;[20/10];via 89.149.178.10
B;15553;5.211.160.0;20;[20/10];via 89.149.178.10
B;15553;5.211.176.0;20;[20/10];via 89.149.178.10
B;15553;5.211.192.0;20;[20/10];via 89.149.178.10
B;15553;5.211.208.0;20;[20/10];via 89.149.178.10
B;15553;5.211.224.0;20;[20/10];via 89.149.178.10
B;15553;5.211.240.0;20;[20/10];via 89.149.178.10
B;237600;5.212.0.0;17;[20/0];via 64.71.137.241
B;237600;5.212.0.0;18;[20/0];via 64.71.137.241
B;237600;5.212.0.0;20;[20/0];via 64.71.137.241
B;237600;5.212.16.0;20;[20/0];via 64.71.137.241
B;280800;5.212.32.0;20;[20/0];via 64.71.137.241
B;280800;5.212.48.0;20;[20/0];via 64.71.137.241
B;237600;5.212.64.0;18;[20/0];via 64.71.137.241
B;237600;5.212.64.0;20;[20/0];via 64.71.137.241
B;237600;5.212.80.0;20;[20/0];via 64.71.137.241
B;237600;5.212.96.0;20;[20/0];via 64.71.137.241
B;237600;5.212.112.0;20;[20/0];via 64.71.137.241
B;237600;5.212.128.0;17;[20/0];via 64.71.137.241
B;237600;5.212.128.0;18;[20/0];via 4.68.4.46
B;237600;5.212.128.0;20;[20/0];via 64.71.137.241
B;237600;5.212.144.0;20;[20/0];via 64.71.137.241
B;237600;5.212.160.0;20;[20/0];via 64.71.137.241
B;237600;5.212.176.0;20;[20/0];via 64.71.137.241
B;237600;5.212.192.0;18;[20/0];via 64.71.137.241
B;237600;5.212.192.0;20;[20/0];via 64.71.137.241
B;237600;5.212.208.0;20;[20/0];via 64.71.137.241
B;237600;5.212.224.0;20;[20/0];via 64.71.137.241
B;237600;5.212.240.0;20;[20/0];via 64.71.137.241
B;4081;5.213.0.0;16;[20/0];via 4.68.4.46
B;4081;5.213.0.0;17;[20/0];via 4.68.4.46
B;4081;5.213.0.0;18;[20/0];via 4.68.4.46
B;4081;5.213.0.0;20;[20/0];via 4.68.4.46
B;4081;5.213.16.0;20;[20/0];via 4.68.4.46
