Zdroj;čas;prefix address;prefix mask;metrika;next-hop;;;
B;22:13:46;6.66.23.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.24.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.25.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.26.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.28.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.30.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.32.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.33.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.34.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.35.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.36.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.37.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.38.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.40.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.42.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;2w6d;6.66.44.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.66.48.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.66.56.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.60.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;4d05h;6.66.64.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;2w6d;6.66.65.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4d05h;6.66.66.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.68.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.70.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.72.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.74.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.76.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.78.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.80.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.82.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.84.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.86.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.88.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.90.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.92.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.94.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.96.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.98.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.100.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.102.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.104.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.106.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.108.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.110.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.112.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.114.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.116.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.118.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.120.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.122.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.124.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.66.126.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;2w6d;6.66.128.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.66.160.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.162.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.164.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.166.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.168.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.170.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.172.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.174.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.176.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.178.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.180.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.182.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;2w6d;6.66.184.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.66.186.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.188.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.190.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;2w6d;6.66.192.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w6d;6.66.224.0;23;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;1w6d;6.66.226.0;23;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;1w6d;6.66.228.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;2w6d;6.66.229.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.66.230.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w6d;6.66.232.0;23;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;1w6d;6.66.234.0;23;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;1w6d;6.66.236.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;2w6d;6.66.237.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.66.238.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.66.240.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.67.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.67.32.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.67.35.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.67.36.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;6w6d;6.68.0.0;16;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.69.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.70.0.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.70.1.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.70.2.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.70.4.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.70.8.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.9.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.10.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.11.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.70.12.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.70.16.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.70.32.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.70.34.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.36.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.38.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.40.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.42.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.70.44.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.70.46.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.48.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.50.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.52.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.54.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.70.56.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.70.64.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.70.66.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.68.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.70.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.72.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.74.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.76.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.78.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.80.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.82.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.84.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.86.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.88.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.90.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.92.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.94.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.96.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.98.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.100.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.102.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.104.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.106.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.108.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.110.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.112.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.114.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.116.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.118.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.120.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.122.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.124.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.126.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.70.128.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.70.130.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.132.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.134.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.136.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.138.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.140.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.142.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.144.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.146.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.148.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.150.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.152.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.154.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.156.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.158.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.160.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.162.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.164.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.166.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.168.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.170.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.172.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.174.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.176.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.178.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.180.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.182.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.184.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.186.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.188.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.70.190.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.70.192.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.71.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.72.0.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.72.16.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.32.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.64.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.128.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.192.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4d05h;6.72.200.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.72.202.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.72.204.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;2w6d;6.72.206.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.208.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w0d;6.72.224.0;21;[20/0];via 206.24.210.80;1w0d;168:00:00;604800
B;1w0d;6.72.232.0;22;[20/0];via 206.24.210.80;1w0d;168:00:00;604800
B;2w6d;6.72.236.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.240.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.248.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.252.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.72.254.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.0.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.128.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.192.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.224.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.226.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.228.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.230.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.232.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.234.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.236.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.238.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.240.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.242.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.244.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.246.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.248.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.250.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.252.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.253.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.73.254.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.74.0.0;15;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.76.0.0;14;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.80.0.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.80.128.0;17;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.81.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.82.0.0;15;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.84.0.0;14;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.88.0.0;13;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.96.0.0;12;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.112.0.0;13;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.120.0.0;14;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.124.0.0;15;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.126.0.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5:38:51;6.126.64.0;20;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;2w6d;6.126.80.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.126.96.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.126.128.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.126.192.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5:38:51;6.126.224.0;21;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;2w6d;6.126.232.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.126.240.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.127.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.128.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.129.0.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.129.32.0;21;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.129.40.0;21;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.129.48.0;21;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.129.56.0;21;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.129.64.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.129.128.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.0.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.16.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.24.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.28.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.29.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.30.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.31.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.32.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.64.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.130.128.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.131.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.132.0.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.132.128.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1w6d;6.132.129.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;2w6d;6.132.130.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.132.132.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.132.135.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.132.136.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.132.144.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.132.160.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.132.192.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.133.0.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.133.64.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.133.65.0;24;[20/0];via 206.24.210.80;2w0d;336:00:00;1209600
B;3d10h;6.133.66.0;24;[20/0];via 206.24.210.80;3d10h;82:00:00;295200
B;1w1d;6.133.67.0;24;[20/0];via 64.71.137.241;1w1d;192:00:00;691200
B;5:38:51;6.133.68.0;24;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;5:38:51;6.133.69.0;24;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;2w6d;6.133.70.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.133.72.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.133.80.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.133.96.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.133.128.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.134.0.0;15;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.134.96.0;19;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.134.128.0;18;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.136.0.0;13;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.144.0.0;12;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.160.0.0;11;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.192.0.0;10;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.243.234.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.0.0.0;8;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.0.0.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.0.0.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.0.0.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.6.2.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.7.7.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.8.0.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.8.0.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.8.0.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.8.0.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.64.3.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;7.193.230.0;24;[20/0];via 154.11.12.212;2w6d;480:00:00;1728000
