Zdroj;čas;prefix address;prefix mask;metrika;next-hop;;;
B;2w6d;6.24.0.0;13;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.32.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.33.0.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.33.64.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.33.80.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.33.88.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.33.96.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.33.128.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.34.0.0;15;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.36.0.0;14;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.40.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.41.0.0;16;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.41.128.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;1d20h;6.41.130.0;23;[20/0];via 4.68.4.46;1d20h;44:00:00;158400
B;6w6d;6.41.132.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.42.0.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.42.64.0;18;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.42.128.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1d09h;6.42.192.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.196.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.200.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.204.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.208.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.212.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.216.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.220.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.224.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.228.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.232.0;22;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;6w6d;6.42.236.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.42.240.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.42.242.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;1d09h;6.42.243.0;24;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.244.0;24;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.245.0;24;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.246.0;24;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1d09h;6.42.247.0;24;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;2w6d;6.43.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.44.0.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.4.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.8.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.12.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.16.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.20.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.24.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.28.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.32.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.36.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.40.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.44.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.48.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.52.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.56.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.60.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.64.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.68.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.72.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.76.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.80.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.84.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.88.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.92.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.96.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.100.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.104.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.108.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.112.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.116.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.120.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.124.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.128.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.132.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.136.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.140.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.144.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.148.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.152.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.156.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.160.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.164.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.168.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.172.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.176.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.180.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.184.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.188.0;22;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.44.197.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;2w6d;6.45.0.0;16;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.46.0.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1:18:40;6.46.64.0;21;[20/0];via 206.24.210.80;01:18:40;01:18:40;4720
B;16:58:58;6.46.72.0;21;[20/0];via 206.24.210.80;16:58:58;16:58:58;61138
B;2:25:31;6.46.80.0;21;[20/0];via 206.24.210.80;02:25:31;02:25:31;8731
B;2w6d;6.46.92.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.46.112.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.46.128.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.47.0.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.47.64.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.47.96.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.47.104.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.47.112.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.47.128.0;17;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.48.0.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.8.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.48.16.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.48.40.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5w0d;6.48.48.0;21;[20/0];via 206.24.210.80;5w0d;840:00:00;3024000
B;2w6d;6.48.56.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4w1d;6.48.64.0;20;[20/0];via 206.24.210.80;4w1d;696:00:00;2505600
B;6w6d;6.48.80.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.96.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.112.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.128.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.48.152.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.48.160.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.168.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.176.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.208.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.224.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.48.240.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.49.0.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.49.8.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;1w0d;6.49.16.0;20;[20/0];via 206.24.210.80;1w0d;168:00:00;604800
B;2w6d;6.49.32.0;20;[20/0];via 206.24.210.80;2w6d;480:00:00;1728000
B;5:17:29;6.49.48.0;20;[20/0];via 206.24.210.80;05:17:29;05:17:29;19049
B;6w1d;6.49.64.0;20;[20/0];via 206.24.210.80;6w1d;1032:00:00;3715200
B;4w1d;6.49.80.0;21;[20/0];via 206.24.210.80;4w1d;696:00:00;2505600
B;6w6d;6.49.88.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.49.92.0;22;[20/0];via 206.24.210.80;2w6d;480:00:00;1728000
B;2w6d;6.49.96.0;20;[20/0];via 206.24.210.80;2w6d;480:00:00;1728000
B;1w1d;6.49.112.0;22;[20/0];via 206.24.210.80;1w1d;192:00:00;691200
B;4d06h;6.49.120.0;21;[20/0];via 206.24.210.80;4d06h;102:00:00;367200
B;6w6d;6.49.122.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;3w1d;6.49.122.0;24;[20/0];via 206.24.210.80;3w1d;528:00:00;1900800
B;6w6d;6.49.124.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w1d;6.49.128.0;20;[20/0];via 206.24.210.80;6w1d;1032:00:00;3715200
B;6w6d;6.49.144.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;4w1d;6.49.160.0;19;[20/0];via 206.24.210.80;4w1d;696:00:00;2505600
B;1w0d;6.49.192.0;19;[20/0];via 206.24.210.80;1w0d;168:00:00;604800
B;6w6d;6.49.224.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;1w0d;6.50.0.0;20;[20/0];via 206.24.210.80;1w0d;168:00:00;604800
B;6w6d;6.50.20.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.50.24.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.50.28.0;22;[20/0];via 206.24.210.80;2w6d;480:00:00;1728000
B;6w6d;6.50.32.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.50.36.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w4d;6.50.40.0;22;[20/0];via 206.24.210.80;2w4d;432:00:00;1555200
B;6w6d;6.50.56.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;4w1d;6.50.64.0;20;[20/0];via 206.24.210.80;4w1d;696:00:00;2505600
B;6w6d;6.50.80.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;1w1d;6.50.96.0;19;[20/0];via 206.24.210.80;1w1d;192:00:00;691200
B;6w6d;6.50.128.0;19;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.50.160.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.50.192.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.50.208.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.50.224.0;20;[20/0];via 206.24.210.80;2w6d;480:00:00;1728000
B;6w6d;6.50.240.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.51.0.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;5w0d;6.51.8.0;21;[20/0];via 206.24.210.80;5w0d;840:00:00;3024000
B;6w6d;6.51.16.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.51.24.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;1w1d;6.51.32.0;20;[20/0];via 206.24.210.80;1w1d;192:00:00;691200
B;4w1d;6.51.64.0;20;[20/0];via 206.24.210.80;4w1d;696:00:00;2505600
B;6w6d;6.51.80.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.51.96.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4w1d;6.51.128.0;19;[20/0];via 206.24.210.80;4w1d;696:00:00;2505600
B;6w6d;6.51.160.0;19;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.51.192.0;22;[20/0];via 206.24.210.80;2w6d;480:00:00;1728000
B;2w6d;6.51.196.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5:40:10;6.51.200.0;21;[20/0];via 206.24.210.80;05:40:10;05:40:10;20410
B;2w6d;6.51.208.0;20;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.51.240.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.51.248.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;3:00:55;6.51.252.0;24;[20/0];via 206.24.210.80;03:00:55;03:00:55;10855
B;2w6d;6.51.253.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.51.254.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.52.0.0;14;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.56.0.0;13;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.0.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5:38:51;6.64.1.0;24;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;2w6d;6.64.2.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5:38:51;6.64.4.0;24;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;2w6d;6.64.5.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.6.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.8.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.16.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.24.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;5:38:51;6.64.28.0;22;[20/0];via 206.24.210.80;05:38:51;05:38:51;20331
B;2w6d;6.64.28.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.30.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.64.32.0;20;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.64.48.0;21;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.64.56.0;22;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.64.62.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.64.64.0;19;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.96.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.64.104.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.64.105.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.106.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.108.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.112.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.64.120.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.64.121.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.64.122.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.124.0;22;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.64.128.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;1w6d;6.64.130.0;23;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;2w6d;6.64.136.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.64.138.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.64.140.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.64.143.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.64.145.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.64.146.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;22:13:46;6.64.148.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;2w6d;6.64.149.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;1d00h;6.64.150.0;24;[20/0];via 4.68.4.46;1d00h;24:00:00;86400
B;6w6d;6.64.151.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w0d;6.64.152.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.64.153.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.156.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w0d;6.64.157.0;24;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;1d09h;6.64.159.0;24;[20/0];via 4.68.4.46;1d09h;33:00:00;118800
B;1w6d;6.64.160.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;1w6d;6.64.162.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;1w6d;6.64.163.0;24;[20/0];via 4.68.4.46;1w6d;312:00:00;1123200
B;6w6d;6.64.164.0;23;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;6w6d;6.64.166.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.64.167.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.168.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.176.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.178.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.180.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;6w6d;6.64.181.0;24;[20/0];via 206.24.210.80;6w6d;1152:00:00;4147200
B;2w6d;6.64.182.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.184.0;21;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;2w6d;6.64.192.0;18;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;4d05h;6.65.4.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.6.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.8.0;22;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.16.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.20.0;22;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.26.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.27.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.34.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.35.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.36.0;22;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.40.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.44.0;22;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.48.0;23;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.50.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.51.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.58.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;4d05h;6.65.59.0;24;[20/0];via 4.68.4.46;4d05h;101:00:00;363600
B;2w0d;6.65.130.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.132.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.134.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.136.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.138.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.140.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.142.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.144.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.146.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.148.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.150.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.152.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.154.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.156.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.158.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.160.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.162.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.164.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.166.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.168.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.170.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.172.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.174.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.176.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.178.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.180.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.182.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.184.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w0d;6.65.186.0;23;[20/0];via 4.68.4.46;2w0d;336:00:00;1209600
B;2w6d;6.66.0.0;23;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.66.2.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.4.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.6.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.8.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.10.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.12.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.14.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.16.0;23;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.18.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.19.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;22:13:46;6.66.20.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
B;2w6d;6.66.21.0;24;[20/0];via 4.68.4.46;2w6d;480:00:00;1728000
B;22:13:46;6.66.22.0;24;[20/0];via 4.68.4.46;22:13:46;22:13:46;80026
